"ID","SITE_ID","latitude","longitude","StartYr","EndYr","speciesCategory","species","Status","LEASE_TYPE","equipment","Source_of_Stock","BATHY","X010029_20130824","X010029_20140115","X010029_20140304","X010029_20140507","X010029_20140608","X010029_20140827","X010029_20140912","X010029_20140928","X010029_20141030","X010029_20150307","X010029_20150713","X010029_20150729","X010029_20150814","X010029_20150915","X010029_20151220","X011029_20160823","X011030_20130714","X011030_20130730","X011030_20130815","X011030_20131002","X011030_20131018","X011030_20140327","X011030_20140412","X011030_20140530","X011030_20140919","X011030_20150415","X011030_20150906","X011030_20151008","X011030_20151109","X011030_20151125","X011030_20160128","X011030_20160417","X011030_20160620","X011030_20160706","X011030_20160722","X011030_20160823"
274,"MOZE314",44.00817,-69.5398,2014,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","A","L","Shellfish tray racks and soft mesh bags.","Muscongus Bay Aquaculture",-1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.22,NA,NA,NA,NA,NA,0.64,12.83,14.24,16.66,10.71,23.96,14.97,10.41,3.64,0.24,8.39,18.22,NA,22.48,22.39
275,"MOZE414",44.00747,-69.541,2014,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","A","L","Shellfish tray racks and soft mesh bags.","Muscongus Bay Aquaculture",-1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.17,NA,NA,NA,NA,NA,0.65,13.19,14.19,16.65,10.63,23.82,15.08,10.38,3.11,0.15,8.36,18.12,NA,22.42,22.35
276,"MWIL116",43.80189,-69.94885,2016,2017,"ShellFish, SeaVeg","Alaria Kelp (Alaria esculenta);American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis);European Oyster (Ostrea edulis);Hard Clam/Quahog (Mercenaria mercenaria);Sea Scallop (Placopecten magellanicus);Undaria pinnatifida","A","L","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, and/or floating trays; scallop ear hangers; marine algae; bottom anti predator netting","Blue mussel: Wild, Hard clam: Muscongus Bay Aquaculture, American/eastern oyster: Muscongus Bay Aquaculture, European oyster: Muscongus Bay Aquaculture, Sea scallop: Marsden Brewer, Marine Algae: CCAR",-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,15.04,21.26,20.42
277,"NMAR215",43.86916,-69.8933,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish tray racks, soft bags, and moorings","Muscongus Bay Aquaculture,Mook Sea Farms",-3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.39,22.64,14.22,10.56,5.94,0.6,7.41,NA,18.45,21.69,20.52
278,"NMAR415",43.87266,-69.8922,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish tray racks, soft bags, and moorings","Muscongus Bay Aquaculture,Mook Sea Farms",-1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,23.12,14.4,10.65,5.37,0.56,7.43,NA,NA,22.04,21.18
279,"NMAR516",43.86917,-69.8934,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture, Bremen ME (207-529-4100)",-3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,7.41,NA,18.45,21.69,20.52
280,"NNIV117",43.83587,-70.02039861,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","Shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","American Oyster - Muscongus Bay Aquaculture P.O. Box 204 Bremen, Maine 04551 (207-529-4100), Blue mussel - Wild seed",-4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,"NNIV217",43.83561,-70.0207847,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","Shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","American Oyster - Muscongus Bay Aquaculture P.O. Box 204 Bremen, Maine 04551 (207-529-4100), Blue mussel - Wild seed",-4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,"NNIV317",43.83522,-70.02108,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","Shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","American Oyster - Muscongus Bay Aquaculture P.O. Box 204 Bremen, Maine 04551 (207-529-4100), Blue mussel - Wild seed",-4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,"NNIV417",43.83486,-70.02153528,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","Shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","American Oyster - Muscongus Bay Aquaculture P.O. Box 204 Bremen, Maine 04551 (207-529-4100), Blue mussel - Wild seed",-4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,"NOR107",44.42157,-68.7299,2007,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Floating trays, overwintering cages, soft bags, tray racks","None listed.",-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,"PAME117",44.6532,-67.25007,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,"PAME217",44.65321,-67.25019,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,"PAME317",44.65322,-67.25027,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,"PAME417",44.65474,-67.24974,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,"PDIO117",43.866745,-69.583188,2017,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae gear","Seth Barker/Maine Fresh Sea Farms",-2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,"PER209",43.5481,-70.3414,2009,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Tray racks (5), floating bags (136)","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.91,22.68,19.24,15.03,2.11,18.17,NA,16.72,12.95,24.65,15.92,11.04,6.68,2.86,NA,NA,NA,NA,NA
291,"PER516",43.56036,-70.2198,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","A","L","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, and or floating trays","Mook Sea Farms,Wild",-2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61,NA,NA,16.89,NA,20.13
292,"PER717",43.5422222,-70.25305556,2017,2017,"ShellFish, SeaVeg","American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","A","L","lantern nets and/or pearl nets, scallop ear hangers, and marine algae gear","American/eastern oyster (C.virginica):from LPAs PER2, PER5, and/or lease SCAR-ERR. Sea scallop (P. magellanicus): wild (special license 2016-28-00). Marine algae:Herring Gut Learning Center (Port Clyde, ME) or University of New England (Biddeford, ME).",-17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,"PETE112",43.91047,-69.8698,2012,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Upwellers (2)","Muscongus Bay Aquaculture",-0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,NA,NA,NA,NA,NA
294,"PGAS117",44.06895,-68.880483,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","soft bags, semi rigid bags, and/or floating trays","American oyster: Muscongus Bay Aquaculture, Blue mussel: Wild",-1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,"PGAS217",44.06895,-68.8806,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","soft bags, semi rigid bags, and/or floating trays","American oyster: Muscongus Bay Aquaculture, Blue mussel: Wild",-1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,"PGOT116",43.31,-70.5695,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish trayracks and overwintering Cages","Muscongus Bay Aquaculture",-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,"PGOT216",43.31,-70.5695,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish trayracks and overwintering Cages","Muscongus Bay Aquaculture",-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,"PGOT316",43.30486,-70.5757,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish trayracks and overwintering Cages","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,"PGOT416",43.30661,-70.5742,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish trayracks and overwintering Cages","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"PGRA116",43.86429,-69.9029,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","soft bags, semi rigid bags, and/or floating trays","Mark Green/Wild",-0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,7.11,NA,18.36,22.02,21.41
301,"PGRA216",43.86443,-69.9026,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","soft bags, semi rigid bags, and/or floating trays","Mark Green/Wild",-1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,7.05,NA,18.19,21.87,21.08
302,"PGRA316",43.86459,-69.9023,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","soft bags, semi rigid bags, and/or floating trays","Mark Green/Wild",-0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,7.11,NA,18.15,21.87,21.13
303,"PGRA517",43.86758333,-69.90039722,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","overwintering cages and bottom culture","Mark Green, Peaks Island Shellfish, 5 Willow St. Peaks Island, ME 04108",-4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,"PHME117",44.65512,-67.25578,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"PHME217",44.65512,-67.25591,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,"PHME317",44.65317,-67.25724,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,"PHME417",44.65318,-67.25736,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"PHOW115",43.0996,-70.7649,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish tray racks and over wintering cages, soft mesh bags, and moorings","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,"PHOW215",43.09955,-70.7649,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish tray racks and over wintering cages, soft mesh bags, and moorings","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,"PHOW315",43.0995,-70.765,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish tray racks and over wintering cages, soft mesh bags, and moorings","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,"PHOW415",43.09945,-70.765,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish tray racks and over wintering cages, soft mesh bags, and moorings","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,"PIER115",43.45556,-70.3414,2015,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","Marine algae gear and moorings","University of New England, Marine Science Center",-4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43,19.99,14.53,10.63,7.13,2.46,NA,NA,18.18,NA,21.13
313,"PMIL117",43.93327,-69.1975,2017,2017,"ShellFish","Sea Scallop (Placopecten magellanicus)","A","L","lantern nets and/or pearl nets, scallop ear hangers","Marsden Brewer Stonington (SL # 2016-72-00), Wild Spat collected by lease applicant (SL# 2016-72-00), and Maine Mariculture (SL# 2016-72-00)",-28.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,"PMIL217",43.9333,-69.19693,2017,2017,"ShellFish","Sea Scallop (Placopecten magellanicus)","A","L","lantern nets and/or pearl nets, scallop ear hangers","Marsden Brewer Stonington (SL # 2016-72-00), Wild Spat collected by lease applicant (SL# 2016-72-00), and Maine Mariculture (SL# 2016-72-00)",-28.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,"PRAN116",43.80527,-69.8886,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or float trays","Muscongus Bay Aquaculture",-0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,7.48,17.72,NA,21.82,22.13
316,"PRAN317",43.80701,-69.88915,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","soft bags, semi rigid bags, and/or floating trays and moorings","Muscongus Bay Aquaculture",-1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,"PRAN417",43.804853,-69.8874308,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture",-1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,"PRAN517",43.80629,-69.885833,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture",-3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,"PSMI114",43.98242,-69.5645,2014,2017,"ShellFish, SeaVeg","American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","A","L","Shellfish cages, soft mesh bags, and algae ropes","Muscongus Bay Aquaculture",-3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.12,NA,NA,NA,NA,NA,0.94,11.98,13.58,16.39,10.55,23.37,15.02,10.8,5.25,0.59,8.33,17.27,NA,21.71,21.44
320,"PSMI214",43.98161,-69.5636,2014,2017,"ShellFish, SeaVeg","American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","A","L","Shellfish cages, soft mesh bags, and algae ropes","Muscongus Bay Aquaculture",-4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.91,NA,NA,NA,NA,NA,0.9,12.42,13.08,16.41,10.92,23.46,14.89,10.85,5.44,0.74,8.73,17.19,NA,21.64,21.26
321,"PSMI314",43.98164,-69.5649,2014,2017,"ShellFish, SeaVeg","American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","A","L","Shellfish cages, soft mesh bags, and algae ropes","Muscongus Bay Aquaculture",-4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.88,NA,NA,NA,NA,NA,0.86,11.94,13.41,16.32,10.82,23.52,14.9,10.78,5.22,0.79,8.52,17.35,NA,21.63,21.24
322,"PSMI414",44.03269,-69.534,2014,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Upweller","Muscongus Bay Aquaculture,Mook Sea Farms",-1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,20.61,NA,NA,17.92,NA,NA,NA,2.98,0.65,NA,NA,NA,NA,NA
323,"PSTO1117",43.73969,-70.17536,2017,2017,"ShellFish","Blue Mussels (Mytilus edulis);Sea Scallop (Placopecten magellanicus)","A","L","lantern nets and/or pearl nets and scallop ear hangers","Blue mussel (M. edulis): Evan Young (Ellsworth, ME 207-479-4600) and wild source AND sea scallop (P. magellanicus): Marsden Brewer (Stonington, ME 207-367-5100) and wild source",-11.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"PSTO1217",43.73969,-70.17422,2017,2017,"ShellFish","Blue Mussels (Mytilus edulis);Sea Scallop (Placopecten magellanicus)","A","L","lantern nets and/or pearl nets and scallop ear hangers","Blue mussel (M. edulis): Evan Young (Ellsworth, ME 207-479-4600) and wild source AND sea scallop (P. magellanicus): Marsden Brewer (Stonington, ME 207-367-5100) and wild source",-12.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,"PSTO1317",43.73969,-70.17461,2017,2017,"ShellFish","Blue Mussels (Mytilus edulis);Sea Scallop (Placopecten magellanicus)","A","L","lantern nets and/or pearl nets and scallop ear hangers","Blue mussel (M. edulis): Evan Young (Ellsworth, ME 207-479-4600) and wild source AND sea scallop (P. magellanicus): Marsden Brewer (Stonington, ME 207-367-5100) and wild source",-12.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,"REAR117",43.71755,-70.12619,2017,2017,"ShellFish, SeaVeg","Alaria Kelp (Alaria esculenta);American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish rafts, associated predator nets, spat collectors, soft bags, semi rigid bags, and/or floating trays, and marine algae gear","Mook Sea Farm, 321 State Route 129, Walpole, ME 04573 and University of New England",-2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,"REAR217",43.73013,-70.10945,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Upweller","Mook Sea Farm 321 State Route 129 Walpole ME 04573",-0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,"REGO114",44.40232,-68.7026,2014,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","A","L","Soft mesh bags, free planting on bottom, and bottom antipredator netting","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,"REGO214",44.40258,-68.7026,2014,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","A","L","Soft mesh bags, free planting on bottom, and bottom antipredator netting","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
