"ID","SITE_ID","latitude","longitude","StartYr","EndYr","Month","species","speciesCategory","equipment","SST","SST_StdDev","BATHY"
731,"JYOU114",44.40863,-67.971,2014,2017,"Dec","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Soft Mesh Bags",3.56,NA,NA
732,"JYOU114",44.40863,-67.971,2014,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Soft Mesh Bags",4.21,NA,NA
733,"JYOU114",44.40863,-67.971,2014,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Soft Mesh Bags",19.42,1.73,NA
734,"JYOU114",44.40863,-67.971,2014,2017,"Jun","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Soft Mesh Bags",18.97,NA,NA
735,"JYOU114",44.40863,-67.971,2014,2017,"Mar","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Soft Mesh Bags",0.04,1.13,NA
736,"JYOU114",44.40863,-67.971,2014,2017,"May","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Soft Mesh Bags",21.15,NA,NA
737,"JYOU114",44.40863,-67.971,2014,2017,"Oct","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Soft Mesh Bags",13.34,NA,NA
738,"JYOU114",44.40863,-67.971,2014,2017,"Sep","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Soft Mesh Bags",19.17,2.03,NA
739,"JYOU215",44.40841,-67.9711,2015,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Shellfish tray racks, soft mesh bags, and moorings",20.12,2.35,NA
740,"JYOU215",44.40841,-67.9711,2015,2017,"Dec","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Shellfish tray racks, soft mesh bags, and moorings",3.71,NA,NA
741,"JYOU215",44.40841,-67.9711,2015,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Shellfish tray racks, soft mesh bags, and moorings",18.88,1.41,NA
742,"JYOU215",44.40841,-67.9711,2015,2017,"Mar","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Shellfish tray racks, soft mesh bags, and moorings",0.82,NA,NA
743,"JYOU215",44.40841,-67.9711,2015,2017,"Sep","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Shellfish tray racks, soft mesh bags, and moorings",19.37,NA,NA
744,"KCOO116",44.11091,-68.8605,2016,2017,"Aug","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae (no rafts)",20.69,NA,-2.93
745,"KCOO216",44.11054,-68.8603,2016,2017,"Aug","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae (no rafts)",20.61,NA,-3.02
746,"KCOO316",44.11017,-68.8601,2016,2017,"Aug","Sugar Kelp (Laminaria saccharina)","SeaVeg","marine algae (no rafts)",19.89,NA,-5.3
747,"KON213",43.99723,-69.3606,2013,2016,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks and soft bags",10.04,2.23,-4.02
748,"KON213",43.99723,-69.3606,2013,2016,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks and soft bags",20.32,1.81,-4.02
749,"KON213",43.99723,-69.3606,2013,2016,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks and soft bags",1.62,NA,-4.02
750,"KON213",43.99723,-69.3606,2013,2016,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks and soft bags",23.86,2.23,-4.02
751,"KON213",43.99723,-69.3606,2013,2016,"Mar","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks and soft bags",0.23,NA,-4.02
752,"KON213",43.99723,-69.3606,2013,2016,"May","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks and soft bags",11.34,NA,-4.02
753,"KON213",43.99723,-69.3606,2013,2016,"Nov","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks and soft bags",7.52,4,-4.02
754,"KON213",43.99723,-69.3606,2013,2016,"Oct","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks and soft bags",14.97,1.82,-4.02
755,"KON213",43.99723,-69.3606,2013,2016,"Sep","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks and soft bags",17.55,4.35,-4.02
756,"KRAM113",43.86667,-69.8744,2013,2017,"Apr","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",11.39,3.56,-2.06
757,"KRAM113",43.86667,-69.8744,2013,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",20.69,0.71,-2.06
758,"KRAM113",43.86667,-69.8744,2013,2017,"Jan","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",0.48,NA,-2.06
759,"KRAM113",43.86667,-69.8744,2013,2017,"Jul","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",22.61,2.85,-2.06
760,"KRAM113",43.86667,-69.8744,2013,2017,"Mar","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",0.78,NA,-2.06
761,"KRAM113",43.86667,-69.8744,2013,2017,"May","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",13.44,NA,-2.06
762,"KRAM113",43.86667,-69.8744,2013,2017,"Nov","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",7.92,3.77,-2.06
763,"KRAM113",43.86667,-69.8744,2013,2017,"Oct","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",15.56,1.64,-2.06
764,"KRAM113",43.86667,-69.8744,2013,2017,"Sep","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",19.25,6,-2.06
765,"KRAM213",43.86501,-69.8741,2013,2017,"Apr","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",12.47,4.15,-1.68
766,"KRAM213",43.86501,-69.8741,2013,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",20.88,0.85,-1.68
767,"KRAM213",43.86501,-69.8741,2013,2017,"Jan","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",0.77,NA,-1.68
768,"KRAM213",43.86501,-69.8741,2013,2017,"Jul","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",24.74,2.53,-1.68
769,"KRAM213",43.86501,-69.8741,2013,2017,"Mar","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",0.82,NA,-1.68
770,"KRAM213",43.86501,-69.8741,2013,2017,"May","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",13.52,NA,-1.68
771,"KRAM213",43.86501,-69.8741,2013,2017,"Nov","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",7.89,3.89,-1.68
772,"KRAM213",43.86501,-69.8741,2013,2017,"Oct","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",15.62,1.76,-1.68
773,"KRAM213",43.86501,-69.8741,2013,2017,"Sep","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae",19.27,6.02,-1.68
774,"LEW109",43.93271,-69.6517,2009,2017,"Apr","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Soft bags, floating trays, mussel spat collectors/growout lines",14.07,0.9,-0.1
775,"LEW109",43.93271,-69.6517,2009,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Soft bags, floating trays, mussel spat collectors/growout lines",18.82,NA,-0.1
776,"LEW109",43.93271,-69.6517,2009,2017,"Jan","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Soft bags, floating trays, mussel spat collectors/growout lines",2.14,NA,-0.1
777,"LEW109",43.93271,-69.6517,2009,2017,"Jul","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Soft bags, floating trays, mussel spat collectors/growout lines",23.82,2.84,-0.1
778,"LEW109",43.93271,-69.6517,2009,2017,"Mar","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Soft bags, floating trays, mussel spat collectors/growout lines",0.59,NA,-0.1
779,"LEW109",43.93271,-69.6517,2009,2017,"May","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Soft bags, floating trays, mussel spat collectors/growout lines",13.32,NA,-0.1
780,"LEW109",43.93271,-69.6517,2009,2017,"Nov","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Soft bags, floating trays, mussel spat collectors/growout lines",7.72,3.9,-0.1
781,"LEW109",43.93271,-69.6517,2009,2017,"Oct","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Soft bags, floating trays, mussel spat collectors/growout lines",15.04,2.4,-0.1
782,"LEW109",43.93271,-69.6517,2009,2017,"Sep","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish","Soft bags, floating trays, mussel spat collectors/growout lines",17.29,6.12,-0.1
783,"LGRA116",44.25318,-68.24725,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish","shellfish tray racks, overwintering cages, soft bags, semi rigid bags, floating trays",15,NA,-3.43
784,"LGRA216",44.25436,-68.24773,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish","shellfish tray racks, overwintering cages, soft bags, semi rigid bags, floating trays",15.05,NA,-3.93
785,"LGRA316",44.25587,-68.24835,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish","shellfish tray racks, overwintering cages, soft bags, semi rigid bags, floating trays",14.9,NA,-4.03
786,"LGRA416",44.2573,-68.24769,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish","shellfish tray racks, overwintering cages, soft bags, semi rigid bags, floating trays",14.72,NA,-5.77
787,"LMAR116",43.86917,-69.8935,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",7.41,NA,-3.01
788,"LMAR116",43.86917,-69.8935,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",20.52,NA,-3.01
789,"LMAR116",43.86917,-69.8935,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",0.6,NA,-3.01
790,"LMAR116",43.86917,-69.8935,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",20.07,2.29,-3.01
791,"LMAR216",43.87266,-69.8924,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",7.43,NA,-1.25
792,"LMAR216",43.87266,-69.8924,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.18,NA,-1.25
793,"LMAR216",43.87266,-69.8924,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",0.56,NA,-1.25
794,"LMAR216",43.87266,-69.8924,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",22.04,NA,-1.25
795,"LMAR316",43.87266,-69.8923,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",7.43,NA,-1.5
796,"LMAR316",43.87266,-69.8923,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",21.18,NA,-1.5
797,"LMAR316",43.87266,-69.8923,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",0.56,NA,-1.5
798,"LMAR316",43.87266,-69.8923,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",22.04,NA,-1.5
799,"LMAR416",43.86917,-69.8936,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",7.34,NA,-2.87
800,"LMAR416",43.86917,-69.8936,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",20.49,NA,-2.87
801,"LMAR416",43.86917,-69.8936,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",0.64,NA,-2.87
802,"LMAR416",43.86917,-69.8936,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",20.02,2.34,-2.87
803,"LOVE115",43.73117,-69.8733,2015,2016,"Apr","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",6.9,1.58,-8.38
804,"LOVE115",43.73117,-69.8733,2015,2016,"Aug","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",17.76,NA,-8.38
805,"LOVE115",43.73117,-69.8733,2015,2016,"Jan","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",3.95,NA,-8.38
806,"LOVE115",43.73117,-69.8733,2015,2016,"Jul","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",17.34,4.02,-8.38
807,"LOVE115",43.73117,-69.8733,2015,2016,"Nov","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",9.04,2.29,-8.38
808,"LOVE115",43.73117,-69.8733,2015,2016,"Oct","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",14.25,NA,-8.38
809,"LOVE115",43.73117,-69.8733,2015,2016,"Sep","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",19.81,NA,-8.38
810,"LOVE215",43.73035,-69.8727,2015,2016,"Apr","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",7.04,1.72,-7.97
811,"LOVE215",43.73035,-69.8727,2015,2016,"Aug","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",17.76,NA,-7.97
812,"LOVE215",43.73035,-69.8727,2015,2016,"Jan","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",3.93,NA,-7.97
813,"LOVE215",43.73035,-69.8727,2015,2016,"Jul","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",17.39,4,-7.97
814,"LOVE215",43.73035,-69.8727,2015,2016,"Nov","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",9.12,2.21,-7.97
815,"LOVE215",43.73035,-69.8727,2015,2016,"Oct","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",14.31,NA,-7.97
816,"LOVE215",43.73035,-69.8727,2015,2016,"Sep","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",20.21,NA,-7.97
817,"LOVE315",43.7332,-69.874,2015,2016,"Apr","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",6.76,1.39,-15.71
818,"LOVE315",43.7332,-69.874,2015,2016,"Aug","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",17.78,NA,-15.71
819,"LOVE315",43.7332,-69.874,2015,2016,"Jan","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",3.94,NA,-15.71
820,"LOVE315",43.7332,-69.874,2015,2016,"Jul","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",14.46,NA,-15.71
821,"LOVE315",43.7332,-69.874,2015,2016,"Nov","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",9.04,2.33,-15.71
822,"LOVE315",43.7332,-69.874,2015,2016,"Oct","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",14.34,NA,-15.71
823,"LOVE315",43.7332,-69.874,2015,2016,"Sep","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",19.89,NA,-15.71
824,"LOVE415",43.73568,-69.8729,2015,2016,"Apr","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",7.03,1.73,-14.71
825,"LOVE415",43.73568,-69.8729,2015,2016,"Aug","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",18.02,NA,-14.71
826,"LOVE415",43.73568,-69.8729,2015,2016,"Jan","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",3.82,NA,-14.71
827,"LOVE415",43.73568,-69.8729,2015,2016,"Jul","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",17.56,3.91,-14.71
828,"LOVE415",43.73568,-69.8729,2015,2016,"Nov","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",9.02,2.06,-14.71
829,"LOVE415",43.73568,-69.8729,2015,2016,"Oct","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",14.31,NA,-14.71
830,"LOVE415",43.73568,-69.8729,2015,2016,"Sep","Sugar Kelp (Laminaria saccharina)","SeaVeg","Marine Algae Gear and Moorings",19.98,NA,-14.71
831,"LSMI115",43.83138,-69.9297,2015,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, soft mesh bags, and moorings",10.62,4.36,-0.88
832,"LSMI115",43.83138,-69.9297,2015,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, soft mesh bags, and moorings",22.18,NA,-0.88
833,"LSMI115",43.83138,-69.9297,2015,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, soft mesh bags, and moorings",0.17,NA,-0.88
834,"LSMI115",43.83138,-69.9297,2015,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, soft mesh bags, and moorings",21.09,2.26,-0.88
835,"LSMI115",43.83138,-69.9297,2015,2017,"Nov","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, soft mesh bags, and moorings",7.26,4.62,-0.88
836,"LSMI115",43.83138,-69.9297,2015,2017,"Oct","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, soft mesh bags, and moorings",14.42,NA,-0.88
837,"LSMI115",43.83138,-69.9297,2015,2017,"Sep","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, soft mesh bags, and moorings",23.66,NA,-0.88
838,"LSMI215",43.83153,-69.9296,2015,2015,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, soft mesh bags, and moorings",13.73,NA,-1.01
839,"LSMI215",43.83153,-69.9296,2015,2015,"Nov","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, soft mesh bags, and moorings",7.32,4.58,-1.01
840,"LSMI215",43.83153,-69.9296,2015,2015,"Oct","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, soft mesh bags, and moorings",14.43,NA,-1.01
841,"LSMI215",43.83153,-69.9296,2015,2015,"Sep","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Tray racks, soft mesh bags, and moorings",23.68,NA,-1.01
842,"LSMI316",43.8315,-69.9297,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",7.55,NA,-0.87
843,"LSMI316",43.8315,-69.9297,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",22.2,NA,-0.87
844,"LSMI316",43.8315,-69.9297,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",0.18,NA,-0.87
845,"LSMI316",43.8315,-69.9297,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",21.17,2.18,-0.87
846,"LSMI416",43.83266,-69.9293,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",7.57,NA,-1.28
847,"LSMI416",43.83266,-69.9293,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",22.11,NA,-1.28
848,"LSMI416",43.83266,-69.9293,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",0.24,NA,-1.28
849,"LSMI416",43.83266,-69.9293,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",21.03,2.31,-1.28
850,"LSMI516",43.83265,-69.9292,2016,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",7.57,NA,-1.52
851,"LSMI516",43.83265,-69.9292,2016,2017,"Aug","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",22.11,NA,-1.52
852,"LSMI516",43.83265,-69.9292,2016,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",0.24,NA,-1.52
853,"LSMI516",43.83265,-69.9292,2016,2017,"Jul","American/Eastern Oyster (Crassostrea virginica)","ShellFish","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays",21.03,2.31,-1.52
854,"LSTO116",43.73272,-70.1629,2016,2016,"Aug","Blue Mussels (Mytilus edulis)","ShellFish","shellfish spat collectors and long line collectors",19.16,NA,-11.8
855,"LSTO116",43.73272,-70.1629,2016,2016,"Jan","Blue Mussels (Mytilus edulis)","ShellFish","shellfish spat collectors and long line collectors",2.25,NA,-11.8
856,"LSTO116",43.73272,-70.1629,2016,2016,"Jul","Blue Mussels (Mytilus edulis)","ShellFish","shellfish spat collectors and long line collectors",20,1.97,-11.8
857,"MACK112",43.91031,-69.8698,2012,2017,"Jan","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Upwellers (2)",-0.85,NA,-0.62
858,"MACK112",43.91031,-69.8698,2012,2017,"Mar","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Upwellers (2)",2.09,NA,-0.62
859,"MBEA116",44.44761,-68.3407,2016,2016,"Aug","Blue Mussels (Mytilus edulis)","ShellFish","collecting mussel seed on ropes",17.21,NA,-1.57
860,"MBEA216",44.44786,-68.3406,2016,2016,"Aug","Blue Mussels (Mytilus edulis)","ShellFish","collecting mussel seed on ropes",17.35,NA,-1.55
861,"MDAR116",43.731972,-70.156472,2016,2017,"Aug","Sea Scallop (Placopecten magellanicus)","ShellFish","Spat collection bags",19.15,NA,-7.52
862,"MDAR116",43.731972,-70.156472,2016,2017,"Jan","Sea Scallop (Placopecten magellanicus)","ShellFish","Spat collection bags",2.19,NA,-7.52
863,"MDAR116",43.731972,-70.156472,2016,2017,"Jul","Sea Scallop (Placopecten magellanicus)","ShellFish","Spat collection bags",19.79,2.04,-7.52
864,"MELA115",43.96924,-69.5665,2015,2017,"Apr","American/Eastern Oyster (Crassostrea virginica)","ShellFish","Soft mesh bags, tray racks, and moorings.",9.34,1.5,-2.13
