"SITE_ID","LSAT8_PPPRRR","DATE","SST","latitude","longitude","StartYr","EndYr","species","speciesCategory","BATHY","Datef","Month"
"ATW415",11030,20151109,11,43.98167,-69.0754,2015,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-2.64,"2015-11-09","Nov"
"BARK115",11030,20151109,10.39,44.04475,-69.5131,2015,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",NA,"2015-11-09","Nov"
"BARK215",11030,20151109,10.8,43.92958,-69.5739,2015,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-10.03,"2015-11-09","Nov"
"BARK315",11030,20151109,10.81,43.92964,-69.5739,2015,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-9.78,"2015-11-09","Nov"
"BMRC115",11030,20151109,11.06,43.82873,-70.0161,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2015-11-09","Nov"
"BSEW115",11030,20151109,10.69,43.73019,-69.8683,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-7.49,"2015-11-09","Nov"
"BSEW215",11030,20151109,10.76,43.73134,-69.867,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-11.45,"2015-11-09","Nov"
"BSEW315",11030,20151109,10.71,43.73246,-69.8662,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-8.49,"2015-11-09","Nov"
"BSEW415",11030,20151109,10.57,43.73374,-69.8662,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-4.33,"2015-11-09","Nov"
"BUTT214",11030,20151109,10.48,43.78194,-70.1072,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-0.35,"2015-11-09","Nov"
"CHE308",11030,20151109,10.59,43.90978,-69.5337,2008,2016,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",-0.12,"2015-11-09","Nov"
"FARM114",11030,20151109,10.28,44.0351,-69.6056,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.55,"2015-11-09","Nov"
"HAM108",11030,20151109,10.65,44.0388,-69.1192,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.47,"2015-11-09","Nov"
"HAM208",11030,20151109,10.65,44.0388,-69.1192,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.47,"2015-11-09","Nov"
"HOR105",11030,20151109,10.47,43.7838,-70.11,2005,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.42,"2015-11-09","Nov"
"HOR408",11030,20151109,10.53,43.78512,-70.1085,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.28,"2015-11-09","Nov"
"JOHN615",11030,20151109,10.6,43.84333,-69.976,2015,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.54,"2015-11-09","Nov"
"KON213",11030,20151109,10.35,43.99723,-69.3606,2013,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-4.02,"2015-11-09","Nov"
"LOVE115",11030,20151109,10.66,43.73117,-69.8733,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-8.38,"2015-11-09","Nov"
"LOVE215",11030,20151109,10.68,43.73035,-69.8727,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-7.97,"2015-11-09","Nov"
"LOVE315",11030,20151109,10.69,43.7332,-69.874,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-15.71,"2015-11-09","Nov"
"LOVE415",11030,20151109,10.47,43.73568,-69.8729,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-14.71,"2015-11-09","Nov"
"LSMI215",11030,20151109,10.56,43.83153,-69.9296,2015,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.01,"2015-11-09","Nov"
"MORS114",11030,20151109,10.61,43.87081,-69.8985,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.77,"2015-11-09","Nov"
"NMAR115",11030,20151109,10.46,43.83387,-69.8516,2015,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.49,"2015-11-09","Nov"
"NMAR315",11030,20151109,10.57,43.87619,-69.891,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.33,"2015-11-09","Nov"
"PER107",11030,20151109,10.44,43.77164,-70.184,2007,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.2,"2015-11-09","Nov"
"PGRA114",11030,20151109,10.56,43.86463,-69.9028,2014,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.69,"2015-11-09","Nov"
"PGRA214",11030,20151109,10.56,43.86463,-69.9031,2014,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.54,"2015-11-09","Nov"
"PGRA314",11030,20151109,10.62,43.86463,-69.9033,2014,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.43,"2015-11-09","Nov"
"PSTO514",11030,20151109,10.74,43.84372,-69.8834,2014,2017,"Blue Mussels (Mytilus edulis);European Oyster (Ostrea edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-11.06,"2015-11-09","Nov"
"PSTO615",11030,20151109,10.99,43.73771,-70.1693,2015,2015,"Blue Mussels (Mytilus edulis);European Oyster (Ostrea edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-14.24,"2015-11-09","Nov"
"PSTO715",11030,20151109,11.05,43.73701,-70.1696,2015,2015,"Blue Mussels (Mytilus edulis);European Oyster (Ostrea edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-14.27,"2015-11-09","Nov"
"ROGE115",11030,20151109,10.57,43.79481,-69.953,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.02,"2015-11-09","Nov"
"ROGE215",11030,20151109,10.57,43.79495,-69.953,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.02,"2015-11-09","Nov"
"ROGE315",11030,20151109,10.63,43.79522,-69.9529,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.6,"2015-11-09","Nov"
"ROGE415",11030,20151109,10.72,43.79556,-69.9529,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.6,"2015-11-09","Nov"
"STEV108",11030,20151109,10.62,43.78512,-70.1089,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.28,"2015-11-09","Nov"
"STEV208",11030,20151109,10.66,43.78512,-70.1093,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.34,"2015-11-09","Nov"
"STEV308",11030,20151109,9.32,43.79422,-70.1404,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.56,"2015-11-09","Nov"
"STEV409",11030,20151109,10.63,44.02598,-69.6144,2009,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2015-11-09","Nov"
"STOL114",11030,20151109,10.52,43.8321,-69.7362,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.77,"2015-11-09","Nov"
"SWEN114",11030,20151109,10.1,44.02576,-69.5411,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.33,"2015-11-09","Nov"
"SWEN214",11030,20151109,10.1,44.02577,-69.5411,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.33,"2015-11-09","Nov"
"SYEN115",11030,20151109,10.58,43.8575,-69.6639,2015,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.06,"2015-11-09","Nov"
"THAR114",11030,20151109,11.17,43.4731,-70.3653,2014,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-9.72,"2015-11-09","Nov"
"WHIS314",11030,20151109,10.6,43.71762,-70.1251,2014,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.58,"2015-11-09","Nov"
"AND04",11030,20151125,2.08,44.02529,-69.5402,2004,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.44,"2015-11-25","Nov"
"ANDR214",11030,20151125,7.5,43.86722,-69.5673,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-6.88,"2015-11-25","Nov"
"BEE108",11030,20151125,6.97,43.74822,-70.0413,2008,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.78,"2015-11-25","Nov"
"BEE208",11030,20151125,5.21,43.74781,-70.0341,2008,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.58,"2015-11-25","Nov"
"BEE309",11030,20151125,5.21,43.74773,-70.0343,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.3,"2015-11-25","Nov"
"BEE409",11030,20151125,5.21,43.74763,-70.0344,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.29,"2015-11-25","Nov"
"BMCK115",11030,20151125,6.22,43.75876,-70.191,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.67,"2015-11-25","Nov"
"BMRC215",11030,20151125,4.91,43.82835,-70.0157,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.54,"2015-11-25","Nov"
"BOL110",11030,20151125,4.49,43.84095,-69.7332,2010,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.37,"2015-11-25","Nov"
"BOL312",11030,20151125,5.13,43.82917,-69.7425,2012,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-0.59,"2015-11-25","Nov"
"BOL412",11030,20151125,4.63,43.83833,-69.7383,2012,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-1.08,"2015-11-25","Nov"
"BUTT114",11030,20151125,6.09,43.78056,-70.1106,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.37,"2015-11-25","Nov"
"BUTT314",11030,20151125,5.74,43.77944,-70.1067,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.45,"2015-11-25","Nov"
"BUTT414",11030,20151125,6.54,43.7775,-70.1008,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-4.83,"2015-11-25","Nov"
"CAR412",11030,20151125,6.67,43.54518,-70.334,2012,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2015-11-25","Nov"
"CYEN112",11030,20151125,4.68,43.85747,-69.6642,2012,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.31,"2015-11-25","Nov"
"DESA114",11030,20151125,6.46,44.04039,-69.1187,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.2,"2015-11-25","Nov"
"FAUX114",11030,20151125,1.42,44.0457,-69.5188,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2015-11-25","Nov"
"FAUX214",11030,20151125,1.42,44.04572,-69.5188,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2015-11-25","Nov"
"GELA115",11030,20151125,5.45,43.8261,-70.0109,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.08,"2015-11-25","Nov"
"GETC115",11030,20151125,3.89,43.85885,-69.6702,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-4.26,"2015-11-25","Nov"
"GLAD215",11030,20151125,4.63,43.98527,-69.5579,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.54,"2015-11-25","Nov"
"GLAD315",11030,20151125,4.63,43.98517,-69.5579,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.74,"2015-11-25","Nov"
"GOT414",11030,20151125,7.32,43.35972,-70.4352,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.48,"2015-11-25","Nov"
"GRE105",11030,20151125,7.32,43.73217,-70.1663,2005,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-6.03,"2015-11-25","Nov"
"GRE310",11030,20151125,6.61,43.73489,-70.165,2010,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-0.82,"2015-11-25","Nov"
"GRI107",11030,20151125,4.78,43.98421,-69.5632,2007,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.77,"2015-11-25","Nov"
"HAM311",11030,20151125,5.86,44.03838,-69.1192,2011,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.22,"2015-11-25","Nov"
"HAM413",11030,20151125,4.1,44.05442,-69.1271,2013,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2015-11-25","Nov"
"HAMI115",11030,20151125,4.57,43.87698,-69.8963,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.68,"2015-11-25","Nov"
"HIG112",11030,20151125,7.39,43.84832,-69.6321,2012,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-3.71,"2015-11-25","Nov"
"HIG212",11030,20151125,6.88,43.85793,-69.6023,2012,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-3.55,"2015-11-25","Nov"
"HOR509",11030,20151125,2.46,43.82147,-70.1052,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.15,"2015-11-25","Nov"
"HUNT115",11030,20151125,3.99,43.81766,-69.9105,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.47,"2015-11-25","Nov"
"HUNT215",11030,20151125,4.41,43.81619,-69.9079,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.18,"2015-11-25","Nov"
"JAM309",11030,20151125,1.9,43.94739,-69.7111,2009,2017,"Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",NA,"2015-11-25","Nov"
"JOHN715",11030,20151125,5.14,43.813,-70.0144,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.77,"2015-11-25","Nov"
"KRAM113",11030,20151125,5.26,43.86667,-69.8744,2013,2017,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-2.06,"2015-11-25","Nov"
"KRAM213",11030,20151125,5.14,43.86501,-69.8741,2013,2017,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-1.68,"2015-11-25","Nov"
"LEW109",11030,20151125,4.96,43.93271,-69.6517,2009,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish",-0.1,"2015-11-25","Nov"
"LSMI115",11030,20151125,4,43.83138,-69.9297,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.88,"2015-11-25","Nov"
"MELA115",11030,20151125,4.85,43.96924,-69.5665,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.13,"2015-11-25","Nov"
"MELA215",11030,20151125,4.89,43.96916,-69.5667,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.18,"2015-11-25","Nov"
"MOZE114",11030,20151125,2.83,44.00675,-69.541,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.66,"2015-11-25","Nov"
"MOZE214",11030,20151125,3.25,44.00817,-69.5421,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-0.92,"2015-11-25","Nov"
"MOZE314",11030,20151125,3.63,44.00817,-69.5398,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.47,"2015-11-25","Nov"
"MOZE414",11030,20151125,3.11,44.00747,-69.541,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.18,"2015-11-25","Nov"
"NMAR215",11030,20151125,5.94,43.86916,-69.8933,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.3,"2015-11-25","Nov"
"NMAR415",11030,20151125,5.37,43.87266,-69.8922,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.75,"2015-11-25","Nov"
"PER209",11030,20151125,6.68,43.5481,-70.3414,2009,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2015-11-25","Nov"
"PIER115",11030,20151125,7.12,43.45556,-70.3414,2015,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-4.44,"2015-11-25","Nov"
"PSMI114",11030,20151125,5.25,43.98242,-69.5645,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-3.97,"2015-11-25","Nov"
"PSMI214",11030,20151125,5.44,43.98161,-69.5636,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-4.26,"2015-11-25","Nov"
"PSMI314",11030,20151125,5.22,43.98164,-69.5649,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-4.31,"2015-11-25","Nov"
"PSMI414",11030,20151125,2.98,44.03269,-69.534,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.55,"2015-11-25","Nov"
"SEW210",11030,20151125,6.37,43.7351,-69.8479,2010,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",NA,"2015-11-25","Nov"
"SEW413",11030,20151125,5.34,43.72715,-69.8495,2013,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-0.52,"2015-11-25","Nov"
"SEW515",11030,20151125,5.83,43.73721,-69.8461,2015,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",NA,"2015-11-25","Nov"
"SHAW114",11030,20151125,6.51,43.90967,-69.5674,2014,2017,"Blue Mussels (Mytilus edulis)","ShellFish",-13.16,"2015-11-25","Nov"
"SHAW214",11030,20151125,6.51,43.90967,-69.5675,2014,2017,"Blue Mussels (Mytilus edulis);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-13.81,"2015-11-25","Nov"
"WHIS112",11030,20151125,5.24,43.71767,-70.1253,2012,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.77,"2015-11-25","Nov"
"WHIS213",11030,20151125,7.07,43.7193,-70.1281,2013,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.69,"2015-11-25","Nov"
"YENT111",11030,20151125,4.84,43.85713,-69.6642,2011,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.08,"2015-11-25","Nov"
"YENT214",11030,20151125,6.42,43.86272,-69.672,2014,2017,"Blue Mussels (Mytilus edulis)","ShellFish",-4.81,"2015-11-25","Nov"
"ATW215",11030,20151125,6.18,43.98116,-69.0755,2015,2015,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.19,"2015-11-25","Nov"
"ATW315",11030,20151125,7.24,43.98153,-69.0756,2015,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.58,"2015-11-25","Nov"
"ATW415",11030,20151125,8.08,43.98167,-69.0754,2015,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-2.64,"2015-11-25","Nov"
"BARK115",11030,20151125,2.21,44.04475,-69.5131,2015,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",NA,"2015-11-25","Nov"
"BARK215",11030,20151125,6.6,43.92958,-69.5739,2015,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-10.03,"2015-11-25","Nov"
"BARK315",11030,20151125,6.59,43.92964,-69.5739,2015,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-9.78,"2015-11-25","Nov"
"BMRC115",11030,20151125,4.53,43.82873,-70.0161,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2015-11-25","Nov"
"BSEW115",11030,20151125,7.35,43.73019,-69.8683,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-7.49,"2015-11-25","Nov"
"BSEW215",11030,20151125,7.38,43.73134,-69.867,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-11.45,"2015-11-25","Nov"
"BSEW315",11030,20151125,7.32,43.73246,-69.8662,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-8.49,"2015-11-25","Nov"
"BSEW415",11030,20151125,7.14,43.73374,-69.8662,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-4.33,"2015-11-25","Nov"
"BUTT214",11030,20151125,5.73,43.78194,-70.1072,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-0.35,"2015-11-25","Nov"
"CHE308",11030,20151125,3.12,43.90978,-69.5337,2008,2016,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",-0.12,"2015-11-25","Nov"
"FARM114",11030,20151125,2.47,44.0351,-69.6056,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.55,"2015-11-25","Nov"
"HAM108",11030,20151125,6.17,44.0388,-69.1192,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.47,"2015-11-25","Nov"
"HAM208",11030,20151125,6.17,44.0388,-69.1192,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.47,"2015-11-25","Nov"
"HOR105",11030,20151125,5.42,43.7838,-70.11,2005,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.42,"2015-11-25","Nov"
"HOR408",11030,20151125,6.09,43.78512,-70.1085,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.28,"2015-11-25","Nov"
"JOHN615",11030,20151125,4.87,43.84333,-69.976,2015,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.54,"2015-11-25","Nov"
"KON213",11030,20151125,4.69,43.99723,-69.3606,2013,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-4.02,"2015-11-25","Nov"
"LOVE115",11030,20151125,7.42,43.73117,-69.8733,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-8.38,"2015-11-25","Nov"
"LOVE215",11030,20151125,7.56,43.73035,-69.8727,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-7.97,"2015-11-25","Nov"
"LOVE315",11030,20151125,7.39,43.7332,-69.874,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-15.71,"2015-11-25","Nov"
"LOVE415",11030,20151125,7.56,43.73568,-69.8729,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-14.71,"2015-11-25","Nov"
"LSMI215",11030,20151125,4.08,43.83153,-69.9296,2015,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.01,"2015-11-25","Nov"
"MORS114",11030,20151125,4.55,43.87081,-69.8985,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.77,"2015-11-25","Nov"
"NMAR115",11030,20151125,3.33,43.83387,-69.8516,2015,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.49,"2015-11-25","Nov"
"NMAR315",11030,20151125,4.68,43.87619,-69.891,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.33,"2015-11-25","Nov"
"PER107",11030,20151125,4.53,43.77164,-70.184,2007,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.2,"2015-11-25","Nov"
"PGRA114",11030,20151125,4.87,43.86463,-69.9028,2014,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.69,"2015-11-25","Nov"
"PGRA214",11030,20151125,4.87,43.86463,-69.9031,2014,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.54,"2015-11-25","Nov"
"PGRA314",11030,20151125,4.65,43.86463,-69.9033,2014,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.43,"2015-11-25","Nov"
"PSTO514",11030,20151125,6.26,43.84372,-69.8834,2014,2017,"Blue Mussels (Mytilus edulis);European Oyster (Ostrea edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-11.06,"2015-11-25","Nov"
"PSTO615",11030,20151125,7.34,43.73771,-70.1693,2015,2015,"Blue Mussels (Mytilus edulis);European Oyster (Ostrea edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-14.24,"2015-11-25","Nov"
"PSTO715",11030,20151125,7.23,43.73701,-70.1696,2015,2015,"Blue Mussels (Mytilus edulis);European Oyster (Ostrea edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-14.27,"2015-11-25","Nov"
"ROGE115",11030,20151125,4.88,43.79481,-69.953,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.02,"2015-11-25","Nov"
"ROGE215",11030,20151125,4.88,43.79495,-69.953,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.02,"2015-11-25","Nov"
"ROGE315",11030,20151125,5.18,43.79522,-69.9529,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.6,"2015-11-25","Nov"
"ROGE415",11030,20151125,5.7,43.79556,-69.9529,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.6,"2015-11-25","Nov"
"SIM204",11030,20151125,2.98,44.03271,-69.534,2004,2015,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","ShellFish",-1.53,"2015-11-25","Nov"
"STEV108",11030,20151125,6.17,43.78512,-70.1089,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.28,"2015-11-25","Nov"
"STEV208",11030,20151125,6.2,43.78512,-70.1093,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.34,"2015-11-25","Nov"
"STEV308",11030,20151125,2.89,43.79422,-70.1404,2008,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.56,"2015-11-25","Nov"
"STEV409",11030,20151125,2.3,44.02598,-69.6144,2009,2015,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2015-11-25","Nov"
"STOL114",11030,20151125,3.98,43.8321,-69.7362,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.77,"2015-11-25","Nov"
"SWEN114",11030,20151125,2.44,44.02576,-69.5411,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.33,"2015-11-25","Nov"
