"ID","SITE_ID","LATITUDE","LONGITUDE","Month","species","equipment","SST_Mean","SST_StdDev","BATHY"
428,"EML08",44.34753,-68.4095,"Dec","ShellFish","Soft bags and overwintering cages/tray racks",3.792,NA,NA
429,"EML08",44.34753,-68.4095,"Jan","ShellFish","Soft bags and overwintering cages/tray racks",3.443,NA,NA
430,"EML08",44.34753,-68.4095,"Oct","ShellFish","Soft bags and overwintering cages/tray racks",12.229,NA,NA
431,"EML08",44.34753,-68.4095,"Sep","ShellFish","Soft bags and overwintering cages/tray racks",21.224,NA,NA
432,"FARM114",44.0351,-69.6056,"Apr","ShellFish","Bottom cages/crates",10.661,1.98503299720685,-1.551
433,"FARM114",44.0351,-69.6056,"Aug","ShellFish","Bottom cages/crates",24.58,0.89519718498217,-1.551
434,"FARM114",44.0351,-69.6056,"Jan","ShellFish","Bottom cages/crates",0.351,NA,-1.551
435,"FARM114",44.0351,-69.6056,"Mar","ShellFish","Bottom cages/crates",0.357,NA,-1.551
436,"FARM114",44.0351,-69.6056,"May","ShellFish","Bottom cages/crates",14.493,NA,-1.551
437,"FARM114",44.0351,-69.6056,"Nov","ShellFish","Bottom cages/crates",6.373,5.52391817462931,-1.551
438,"FARM114",44.0351,-69.6056,"Oct","ShellFish","Bottom cages/crates",14.134,NA,-1.551
439,"FARM114",44.0351,-69.6056,"Sep","ShellFish","Bottom cages/crates",20.5545,7.12268660689209,-1.551
440,"FAUX114",44.0457,-69.5188,"Apr","ShellFish","Tray racks and soft mesh bags",17.1565,0.125157900270019,-0.1
441,"FAUX114",44.0457,-69.5188,"Jan","ShellFish","Tray racks and soft mesh bags",-0.765,NA,-0.1
442,"FAUX114",44.0457,-69.5188,"Mar","ShellFish","Tray racks and soft mesh bags",-0.67,NA,-0.1
443,"FAUX114",44.0457,-69.5188,"May","ShellFish","Tray racks and soft mesh bags",17.362,NA,-0.1
444,"FAUX114",44.0457,-69.5188,"Nov","ShellFish","Tray racks and soft mesh bags",5.8645,6.28830060509197,-0.1
445,"FAUX114",44.0457,-69.5188,"Oct","ShellFish","Tray racks and soft mesh bags",14.925,NA,-0.1
446,"FAUX114",44.0457,-69.5188,"Sep","ShellFish","Tray racks and soft mesh bags",20.533,8.06808837333851,-0.1
447,"FAUX214",44.04572,-69.5188,"Apr","ShellFish","Tray racks and soft mesh bags",17.1565,0.125157900270019,-0.1
448,"FAUX214",44.04572,-69.5188,"Jan","ShellFish","Tray racks and soft mesh bags",-0.765,NA,-0.1
449,"FAUX214",44.04572,-69.5188,"Mar","ShellFish","Tray racks and soft mesh bags",-0.67,NA,-0.1
450,"FAUX214",44.04572,-69.5188,"May","ShellFish","Tray racks and soft mesh bags",17.362,NA,-0.1
451,"FAUX214",44.04572,-69.5188,"Nov","ShellFish","Tray racks and soft mesh bags",5.8645,6.28830060509197,-0.1
452,"FAUX214",44.04572,-69.5188,"Oct","ShellFish","Tray racks and soft mesh bags",14.925,NA,-0.1
453,"FAUX214",44.04572,-69.5188,"Sep","ShellFish","Tray racks and soft mesh bags",20.533,8.06808837333851,-0.1
454,"FORT115",44.39694,-68.4972,"Aug","SeaVeg","Marine algae gear (submerged longlines) and moorings.",19.2595,1.3088546519763,-24.0636
455,"FORT115",44.39694,-68.4972,"Dec","SeaVeg","Marine algae gear (submerged longlines) and moorings.",7.932,NA,-24.0636
456,"FORT115",44.39694,-68.4972,"Jul","SeaVeg","Marine algae gear (submerged longlines) and moorings.",19.4015,1.90423856173537,-24.0636
457,"FORT115",44.39694,-68.4972,"Mar","SeaVeg","Marine algae gear (submerged longlines) and moorings.",0.337,NA,-24.0636
458,"FORT115",44.39694,-68.4972,"Sep","SeaVeg","Marine algae gear (submerged longlines) and moorings.",17.827,NA,-24.0636
459,"FRAN114",43.87183,-69.8912,"Apr","ShellFish","Soft bags, overwintering cages",15.324,NA,-3.7948
460,"FRAN114",43.87183,-69.8912,"Mar","ShellFish","Soft bags, overwintering cages",0.541,NA,-3.7948
461,"FRAN114",43.87183,-69.8912,"May","ShellFish","Soft bags, overwintering cages",14.185,NA,-3.7948
462,"FRAN114",43.87183,-69.8912,"Sep","ShellFish","Soft bags, overwintering cages",14.624,NA,-3.7948
463,"FRAN214",43.87167,-69.8912,"Apr","ShellFish","Soft bags, overwintering cages",15.324,NA,-3.7594
464,"FRAN214",43.87167,-69.8912,"Mar","ShellFish","Soft bags, overwintering cages",0.541,NA,-3.7594
465,"FRAN214",43.87167,-69.8912,"May","ShellFish","Soft bags, overwintering cages",14.185,NA,-3.7594
466,"FRAN214",43.87167,-69.8912,"Sep","ShellFish","Soft bags, overwintering cages",14.624,NA,-3.7594
467,"GELA115",43.8261,-70.0109,"Apr","ShellFish","Soft mesh bags/baskets and moorings",9.6845,4.15566655303334,-3.0773
468,"GELA115",43.8261,-70.0109,"Aug","ShellFish","Soft mesh bags/baskets and moorings",20.721,NA,-3.0773
469,"GELA115",43.8261,-70.0109,"Jan","ShellFish","Soft mesh bags/baskets and moorings",0.279,NA,-3.0773
470,"GELA115",43.8261,-70.0109,"Jul","ShellFish","Soft mesh bags/baskets and moorings",20.6035,2.67357073966634,-3.0773
471,"GELA115",43.8261,-70.0109,"Nov","ShellFish","Soft mesh bags/baskets and moorings",8.098,3.74625172672633,-3.0773
472,"GELA115",43.8261,-70.0109,"Oct","ShellFish","Soft mesh bags/baskets and moorings",14.498,NA,-3.0773
473,"GELA115",43.8261,-70.0109,"Sep","ShellFish","Soft mesh bags/baskets and moorings",21.935,NA,-3.0773
474,"GER113",44.4148,-68.3663,"Aug","ShellFish","tray racks, cages, bags and trays",21.817,0.452287519173368,-0.2235
475,"GER113",44.4148,-68.3663,"Jan","ShellFish","tray racks, cages, bags and trays",2.348,NA,-0.2235
476,"GER113",44.4148,-68.3663,"Jul","ShellFish","tray racks, cages, bags and trays",21.3035,1.49128820152243,-0.2235
477,"GER113",44.4148,-68.3663,"Jun","ShellFish","tray racks, cages, bags and trays",21.868,NA,-0.2235
478,"GER113",44.4148,-68.3663,"Mar","ShellFish","tray racks, cages, bags and trays",-1.9755,0.721956023591465,-0.2235
479,"GER113",44.4148,-68.3663,"Sep","ShellFish","tray racks, cages, bags and trays",18.7316666666667,1.24772045480281,-0.2235
480,"GER213",44.41475,-68.3664,"Aug","ShellFish","tray racks, cages, bags and trays",21.817,0.452287519173368,-0.2304
481,"GER213",44.41475,-68.3664,"Jan","ShellFish","tray racks, cages, bags and trays",2.348,NA,-0.2304
482,"GER213",44.41475,-68.3664,"Jul","ShellFish","tray racks, cages, bags and trays",21.3035,1.49128820152243,-0.2304
483,"GER213",44.41475,-68.3664,"Jun","ShellFish","tray racks, cages, bags and trays",21.868,NA,-0.2304
484,"GER213",44.41475,-68.3664,"Mar","ShellFish","tray racks, cages, bags and trays",-1.9755,0.721956023591465,-0.2304
485,"GER213",44.41475,-68.3664,"Sep","ShellFish","tray racks, cages, bags and trays",18.7316666666667,1.24772045480281,-0.2304
486,"GER513",44.41433,-68.3676,"Aug","ShellFish","Overwintering cages, tray racks and soft bags",20.3495,0.511238202797873,-1.0515
487,"GER513",44.41433,-68.3676,"Jan","ShellFish","Overwintering cages, tray racks and soft bags",2.297,NA,-1.0515
488,"GER513",44.41433,-68.3676,"Jun","ShellFish","Overwintering cages, tray racks and soft bags",18.388,NA,-1.0515
489,"GER513",44.41433,-68.3676,"Mar","ShellFish","Overwintering cages, tray racks and soft bags",-0.495,NA,-1.0515
490,"GER513",44.41433,-68.3676,"May","ShellFish","Overwintering cages, tray racks and soft bags",12.451,NA,-1.0515
491,"GER513",44.41433,-68.3676,"Oct","ShellFish","Overwintering cages, tray racks and soft bags",12.294,NA,-1.0515
492,"GER513",44.41433,-68.3676,"Sep","ShellFish","Overwintering cages, tray racks and soft bags",17.2705,1.11510739393119,-1.0515
493,"GER613",44.41433,-68.3677,"Aug","ShellFish","Overwintering cages, tray racks and soft bags",19.988,NA,-1.114
494,"GETC115",43.85885,-69.6702,"Nov","ShellFish","Tray Racks and soft mesh bags",7.182,4.65417683376986,-4.2595
495,"GETC115",43.85885,-69.6702,"Oct","ShellFish","Tray Racks and soft mesh bags",14.395,NA,-4.2595
496,"GETC115",43.85885,-69.6702,"Sep","ShellFish","Tray Racks and soft mesh bags",21.704,NA,-4.2595
497,"GLAD215",43.98527,-69.5579,"Apr","ShellFish","Shellfish tray racks, soft bags, and moorings.",10.366,2.24718535061085,-3.5406
498,"GLAD215",43.98527,-69.5579,"Aug","ShellFish","Shellfish tray racks, soft bags, and moorings.",22.128,0.524673231640416,-3.5406
499,"GLAD215",43.98527,-69.5579,"Jan","ShellFish","Shellfish tray racks, soft bags, and moorings.",0.613,NA,-3.5406
500,"GLAD215",43.98527,-69.5579,"Jul","ShellFish","Shellfish tray racks, soft bags, and moorings.",22.095,NA,-3.5406
501,"GLAD215",43.98527,-69.5579,"Jun","ShellFish","Shellfish tray racks, soft bags, and moorings.",17.376,NA,-3.5406
502,"GLAD215",43.98527,-69.5579,"Nov","ShellFish","Shellfish tray racks, soft bags, and moorings.",7.617,4.21718484299657,-3.5406
503,"GLAD215",43.98527,-69.5579,"Oct","ShellFish","Shellfish tray racks, soft bags, and moorings.",14.916,NA,-3.5406
504,"GLAD215",43.98527,-69.5579,"Sep","ShellFish","Shellfish tray racks, soft bags, and moorings.",23.416,NA,-3.5406
505,"GLAD315",43.98517,-69.5579,"Apr","ShellFish","Shellfish tray racks, soft bags, and moorings.",10.366,2.24718535061085,-3.738
506,"GLAD315",43.98517,-69.5579,"Aug","ShellFish","Shellfish tray racks, soft bags, and moorings.",22.128,0.524673231640416,-3.738
507,"GLAD315",43.98517,-69.5579,"Jan","ShellFish","Shellfish tray racks, soft bags, and moorings.",0.613,NA,-3.738
508,"GLAD315",43.98517,-69.5579,"Jul","ShellFish","Shellfish tray racks, soft bags, and moorings.",22.095,NA,-3.738
509,"GLAD315",43.98517,-69.5579,"Jun","ShellFish","Shellfish tray racks, soft bags, and moorings.",17.376,NA,-3.738
510,"GLAD315",43.98517,-69.5579,"Nov","ShellFish","Shellfish tray racks, soft bags, and moorings.",7.617,4.21718484299657,-3.738
511,"GLAD315",43.98517,-69.5579,"Oct","ShellFish","Shellfish tray racks, soft bags, and moorings.",14.916,NA,-3.738
512,"GLAD315",43.98517,-69.5579,"Sep","ShellFish","Shellfish tray racks, soft bags, and moorings.",23.416,NA,-3.738
513,"GOT414",43.35972,-70.4352,"Apr","ShellFish","Shellfish tray racks, soft bags, and moorings,",12.2255,1.24097240098239,-0.4846
514,"GOT414",43.35972,-70.4352,"Jan","ShellFish","Shellfish tray racks, soft bags, and moorings,",3.986,NA,-0.4846
515,"GOT414",43.35972,-70.4352,"Mar","ShellFish","Shellfish tray racks, soft bags, and moorings,",2.167,NA,-0.4846
516,"GOT414",43.35972,-70.4352,"Nov","ShellFish","Shellfish tray racks, soft bags, and moorings,",7.318,NA,-0.4846
517,"GRAY113",44.43889,-68.485,"Aug","ShellFish","Tray racks/cages",19.254,NA,-3.2261
518,"GRE105",43.73217,-70.1663,"Apr","ShellFish","Shellfish raft, tray racks/overwintering cages, shellfish bags & trays",10.7445,2.50669353930631,-6.028
519,"GRE105",43.73217,-70.1663,"Aug","ShellFish","Shellfish raft, tray racks/overwintering cages, shellfish bags & trays",18.3095,1.55351359826685,-6.028
520,"GRE105",43.73217,-70.1663,"Jan","ShellFish","Shellfish raft, tray racks/overwintering cages, shellfish bags & trays",2.243,NA,-6.028
521,"GRE105",43.73217,-70.1663,"Jul","ShellFish","Shellfish raft, tray racks/overwintering cages, shellfish bags & trays",21.40275,1.70363520645315,-6.028
522,"GRE105",43.73217,-70.1663,"Mar","ShellFish","Shellfish raft, tray racks/overwintering cages, shellfish bags & trays",1.458,NA,-6.028
523,"GRE105",43.73217,-70.1663,"May","ShellFish","Shellfish raft, tray racks/overwintering cages, shellfish bags & trays",12.156,NA,-6.028
524,"GRE105",43.73217,-70.1663,"Nov","ShellFish","Shellfish raft, tray racks/overwintering cages, shellfish bags & trays",9.086,2.50032957827563,-6.028
525,"GRE105",43.73217,-70.1663,"Oct","ShellFish","Shellfish raft, tray racks/overwintering cages, shellfish bags & trays",15.26,1.37172992968733,-6.028
526,"GRE105",43.73217,-70.1663,"Sep","ShellFish","Shellfish raft, tray racks/overwintering cages, shellfish bags & trays",18.6675,4.12031121397401,-6.028
527,"GRE310",43.73489,-70.165,"Apr","ShellFish","Bags & trays, tray racks/overwintering cages",15.068,1.40572828099886,-0.8211
528,"GRE310",43.73489,-70.165,"Aug","ShellFish","Bags & trays, tray racks/overwintering cages",20.167,NA,-0.8211
529,"GRE310",43.73489,-70.165,"Jan","ShellFish","Bags & trays, tray racks/overwintering cages",1.646,NA,-0.8211
530,"GRE310",43.73489,-70.165,"Jul","ShellFish","Bags & trays, tray racks/overwintering cages",24.2696666666667,3.65646897065097,-0.8211
531,"GRE310",43.73489,-70.165,"Mar","ShellFish","Bags & trays, tray racks/overwintering cages",2.089,NA,-0.8211
532,"GRE310",43.73489,-70.165,"May","ShellFish","Bags & trays, tray racks/overwintering cages",13.594,NA,-0.8211
533,"GRE310",43.73489,-70.165,"Nov","ShellFish","Bags & trays, tray racks/overwintering cages",8.8365,3.15157492374844,-0.8211
534,"GRE310",43.73489,-70.165,"Oct","ShellFish","Bags & trays, tray racks/overwintering cages",15.906,1.49813617538594,-0.8211
535,"GRE310",43.73489,-70.165,"Sep","ShellFish","Bags & trays, tray racks/overwintering cages",19.7785,5.40158870148404,-0.8211
536,"GRI107",43.98421,-69.5632,"Apr","ShellFish","Floating trays; over wintering cages, & soft bags",11.2923333333333,2.44810790884171,-1.7682
537,"GRI107",43.98421,-69.5632,"Aug","ShellFish","Floating trays; over wintering cages, & soft bags",21.3726666666667,1.52754716239249,-1.7682
538,"GRI107",43.98421,-69.5632,"Jan","ShellFish","Floating trays; over wintering cages, & soft bags",0.43,NA,-1.7682
539,"GRI107",43.98421,-69.5632,"Jul","ShellFish","Floating trays; over wintering cages, & soft bags",23.6753333333333,1.37870821181762,-1.7682
540,"GRI107",43.98421,-69.5632,"Jun","ShellFish","Floating trays; over wintering cages, & soft bags",17.564,NA,-1.7682
541,"GRI107",43.98421,-69.5632,"Mar","ShellFish","Floating trays; over wintering cages, & soft bags",1.191,NA,-1.7682
542,"GRI107",43.98421,-69.5632,"May","ShellFish","Floating trays; over wintering cages, & soft bags",14.117,NA,-1.7682
543,"GRI107",43.98421,-69.5632,"Nov","ShellFish","Floating trays; over wintering cages, & soft bags",7.855,4.34870670429727,-1.7682
544,"GRI107",43.98421,-69.5632,"Oct","ShellFish","Floating trays; over wintering cages, & soft bags",16.7175,2.26769144726526,-1.7682
545,"GRI107",43.98421,-69.5632,"Sep","ShellFish","Floating trays; over wintering cages, & soft bags",20.0595,5.6717034918973,-1.7682
546,"GSTE116",44.00191,-69.5386,"Apr","ShellFish","shellfish tray racks and over wintering cages",8.686,NA,-2.9306
547,"GSTE116",44.00191,-69.5386,"Aug","ShellFish","shellfish tray racks and over wintering cages",22.8625,0.59184837585314,-2.9306
548,"GSTE116",44.00191,-69.5386,"Jan","ShellFish","shellfish tray racks and over wintering cages",-0.414,NA,-2.9306
549,"GSTE116",44.00191,-69.5386,"Jul","ShellFish","shellfish tray racks and over wintering cages",22.542,NA,-2.9306
550,"GSTE116",44.00191,-69.5386,"Jun","ShellFish","shellfish tray racks and over wintering cages",18.412,NA,-2.9306
551,"GSTE216",44.00137,-69.5387,"Apr","ShellFish","shellfish tray racks and over wintering cages",8.707,NA,-3.0321
552,"GSTE216",44.00137,-69.5387,"Aug","ShellFish","shellfish tray racks and over wintering cages",22.905,0.606697618258058,-3.0321
553,"GSTE216",44.00137,-69.5387,"Jan","ShellFish","shellfish tray racks and over wintering cages",-0.41,NA,-3.0321
554,"GSTE216",44.00137,-69.5387,"Jul","ShellFish","shellfish tray racks and over wintering cages",22.548,NA,-3.0321
555,"GSTE216",44.00137,-69.5387,"Jun","ShellFish","shellfish tray racks and over wintering cages",18.385,NA,-3.0321
556,"GSTE316",44.00108,-69.5387,"Apr","ShellFish","shellfish tray racks and over wintering cages",8.77,NA,-2.9985
557,"GSTE316",44.00108,-69.5387,"Aug","ShellFish","shellfish tray racks and over wintering cages",22.87,0.602454977570939,-2.9985
558,"GSTE316",44.00108,-69.5387,"Jan","ShellFish","shellfish tray racks and over wintering cages",-0.424,NA,-2.9985
559,"GSTE316",44.00108,-69.5387,"Jul","ShellFish","shellfish tray racks and over wintering cages",22.438,NA,-2.9985
560,"GSTE316",44.00108,-69.5387,"Jun","ShellFish","shellfish tray racks and over wintering cages",18.389,NA,-2.9985
561,"GSTE416",44.0007,-69.5389,"Apr","ShellFish","shellfish tray racks and over wintering cages",8.797,NA,-3.0203
562,"GSTE416",44.0007,-69.5389,"Aug","ShellFish","shellfish tray racks and over wintering cages",22.798,0.591141269071955,-3.0203
563,"GSTE416",44.0007,-69.5389,"Jan","ShellFish","shellfish tray racks and over wintering cages",-0.504,NA,-3.0203
564,"GSTE416",44.0007,-69.5389,"Jul","ShellFish","shellfish tray racks and over wintering cages",22.435,NA,-3.0203
565,"GSTE416",44.0007,-69.5389,"Jun","ShellFish","shellfish tray racks and over wintering cages",18.433,NA,-3.0203
566,"HAM108",44.0388,-69.1192,"Apr","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",8.154,0.377595021153616,-1.4744
567,"HAM108",44.0388,-69.1192,"Aug","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",18.938,NA,-1.4744
568,"HAM108",44.0388,-69.1192,"Jul","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",23.3925,1.13490638380441,-1.4744
569,"HAM108",44.0388,-69.1192,"Mar","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",0.592,NA,-1.4744
570,"HAM108",44.0388,-69.1192,"May","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",10.324,NA,-1.4744
571,"HAM108",44.0388,-69.1192,"Nov","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",8.41,3.16500995259099,-1.4744
572,"HAM108",44.0388,-69.1192,"Oct","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",15.1315,2.30304678632459,-1.4744
573,"HAM108",44.0388,-69.1192,"Sep","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",17.5085,4.71852355085783,-1.4744
574,"HAM208",44.0388,-69.1192,"Apr","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",8.154,0.377595021153616,-1.4744
575,"HAM208",44.0388,-69.1192,"Aug","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",18.938,NA,-1.4744
576,"HAM208",44.0388,-69.1192,"Jul","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",23.3925,1.13490638380441,-1.4744
577,"HAM208",44.0388,-69.1192,"Mar","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",0.592,NA,-1.4744
578,"HAM208",44.0388,-69.1192,"May","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",10.324,NA,-1.4744
579,"HAM208",44.0388,-69.1192,"Nov","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",8.41,3.16500995259099,-1.4744
580,"HAM208",44.0388,-69.1192,"Oct","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",15.1315,2.30304678632459,-1.4744
581,"HAM208",44.0388,-69.1192,"Sep","ShellFish","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays",17.5085,4.71852355085783,-1.4744
582,"HAM311",44.03838,-69.1192,"Apr","ShellFish","Bags, trays, tray racks, overwintering cages",9.734,NA,-1.2171
583,"HAM311",44.03838,-69.1192,"Mar","ShellFish","Bags, trays, tray racks, overwintering cages",0.74,NA,-1.2171
584,"HAM311",44.03838,-69.1192,"Nov","ShellFish","Bags, trays, tray racks, overwintering cages",5.863,NA,-1.2171
585,"HAM311",44.03838,-69.1192,"Oct","ShellFish","Bags, trays, tray racks, overwintering cages",13.655,NA,-1.2171
586,"HAM413",44.05442,-69.1271,"Apr","ShellFish","Upweller",15.79,NA,NA
587,"HAM413",44.05442,-69.1271,"Aug","ShellFish","Upweller",19.446,NA,NA
588,"HAM413",44.05442,-69.1271,"Jul","ShellFish","Upweller",25.5803333333333,3.30710664075614,NA
589,"HAM413",44.05442,-69.1271,"Mar","ShellFish","Upweller",-0.053,NA,NA
590,"HAM413",44.05442,-69.1271,"May","ShellFish","Upweller",14.901,NA,NA
591,"HAM413",44.05442,-69.1271,"Nov","ShellFish","Upweller",7.1705,4.34799959751608,NA
592,"HAM413",44.05442,-69.1271,"Oct","ShellFish","Upweller",15.7873333333333,2.4290517354172,NA
593,"HAM413",44.05442,-69.1271,"Sep","ShellFish","Upweller",19.214,5.95666752471548,NA
594,"HAMI115",43.87698,-69.8963,"Apr","ShellFish","Soft mesh bags, tray racks, and moorings",10.8195,4.84156013078429,-0.6805
595,"HAMI115",43.87698,-69.8963,"Aug","ShellFish","Soft mesh bags, tray racks, and moorings",21.721,NA,-0.6805
596,"HAMI115",43.87698,-69.8963,"Jan","ShellFish","Soft mesh bags, tray racks, and moorings",-0.233,NA,-0.6805
597,"HAMI115",43.87698,-69.8963,"Jul","ShellFish","Soft mesh bags, tray racks, and moorings",22.612,NA,-0.6805
598,"HAMI115",43.87698,-69.8963,"Nov","ShellFish","Soft mesh bags, tray racks, and moorings",7.572,4.24264068711928,-0.6805
599,"HAMI115",43.87698,-69.8963,"Oct","ShellFish","Soft mesh bags, tray racks, and moorings",14.549,NA,-0.6805
600,"HAMI115",43.87698,-69.8963,"Sep","ShellFish","Soft mesh bags, tray racks, and moorings",23.621,NA,-0.6805
601,"HIG112",43.84832,-69.6321,"Apr","SeaVeg","Rope grid, 10 x 40",12.771,4.47241690811579,-3.7136
602,"HIG112",43.84832,-69.6321,"Aug","SeaVeg","Rope grid, 10 x 40",21.018,NA,-3.7136
603,"HIG112",43.84832,-69.6321,"Jan","SeaVeg","Rope grid, 10 x 40",4.046,NA,-3.7136
604,"HIG112",43.84832,-69.6321,"Jul","SeaVeg","Rope grid, 10 x 40",24.4453333333333,2.28381311261087,-3.7136
605,"HIG112",43.84832,-69.6321,"Jun","SeaVeg","Rope grid, 10 x 40",18.656,NA,-3.7136
606,"HIG112",43.84832,-69.6321,"Mar","SeaVeg","Rope grid, 10 x 40",2.948,NA,-3.7136
607,"HIG112",43.84832,-69.6321,"May","SeaVeg","Rope grid, 10 x 40",14.766,NA,-3.7136
608,"HIG112",43.84832,-69.6321,"Nov","SeaVeg","Rope grid, 10 x 40",9.3175,2.72448242791177,-3.7136
609,"HIG112",43.84832,-69.6321,"Oct","SeaVeg","Rope grid, 10 x 40",16.5666666666667,1.48176122682885,-3.7136
610,"HIG112",43.84832,-69.6321,"Sep","SeaVeg","Rope grid, 10 x 40",19.697,4.8465098782526,-3.7136
611,"HIG212",43.85793,-69.6023,"Apr","SeaVeg","Rope grid, 10 x 40",11.0466666666667,3.08655833143217,-3.5501
612,"HIG212",43.85793,-69.6023,"Aug","SeaVeg","Rope grid, 10 x 40",20.4956666666667,0.842383127403045,-3.5501
613,"HIG212",43.85793,-69.6023,"Jan","SeaVeg","Rope grid, 10 x 40",3.969,NA,-3.5501
614,"HIG212",43.85793,-69.6023,"Jul","SeaVeg","Rope grid, 10 x 40",23.8263333333333,2.19211594887983,-3.5501
615,"HIG212",43.85793,-69.6023,"Jun","SeaVeg","Rope grid, 10 x 40",17.645,NA,-3.5501
616,"HIG212",43.85793,-69.6023,"Mar","SeaVeg","Rope grid, 10 x 40",1.968,NA,-3.5501
617,"HIG212",43.85793,-69.6023,"May","SeaVeg","Rope grid, 10 x 40",13.335,NA,-3.5501
618,"HIG212",43.85793,-69.6023,"Nov","SeaVeg","Rope grid, 10 x 40",8.911,2.86661089093026,-3.5501
619,"HIG212",43.85793,-69.6023,"Oct","SeaVeg","Rope grid, 10 x 40",15.752,1.2034828623624,-3.5501
620,"HIG212",43.85793,-69.6023,"Sep","SeaVeg","Rope grid, 10 x 40",18.5015,5.17107189081722,-3.5501
621,"HOR105",43.7838,-70.11,"Apr","ShellFish","ADPI bags (submerged)",12.255,2.26132748623458,-0.4207
622,"HOR105",43.7838,-70.11,"Aug","ShellFish","ADPI bags (submerged)",18.657,NA,-0.4207
623,"HOR105",43.7838,-70.11,"Jul","ShellFish","ADPI bags (submerged)",25.0245,0.673872762470782,-0.4207
624,"HOR105",43.7838,-70.11,"Mar","ShellFish","ADPI bags (submerged)",0.728,NA,-0.4207
625,"HOR105",43.7838,-70.11,"May","ShellFish","ADPI bags (submerged)",13.478,NA,-0.4207
626,"HOR105",43.7838,-70.11,"Nov","ShellFish","ADPI bags (submerged)",7.945,3.57088924499207,-0.4207
627,"HOR105",43.7838,-70.11,"Oct","ShellFish","ADPI bags (submerged)",15.39,1.51806620408993,-0.4207
628,"HOR105",43.7838,-70.11,"Sep","ShellFish","ADPI bags (submerged)",18.883,5.28633029615063,-0.4207
629,"HOR408",43.78512,-70.1085,"Apr","ShellFish","ADPI bags",11.027,2.09303607231218,-0.2752
630,"HOR408",43.78512,-70.1085,"Aug","ShellFish","ADPI bags",18.541,NA,-0.2752
631,"HOR408",43.78512,-70.1085,"Jul","ShellFish","ADPI bags",24.9175,0.132228968081883,-0.2752
632,"HOR408",43.78512,-70.1085,"Mar","ShellFish","ADPI bags",0.753,NA,-0.2752
633,"HOR408",43.78512,-70.1085,"May","ShellFish","ADPI bags",13.121,NA,-0.2752
634,"HOR408",43.78512,-70.1085,"Nov","ShellFish","ADPI bags",8.309,3.1381398949059,-0.2752
635,"HOR408",43.78512,-70.1085,"Oct","ShellFish","ADPI bags",15.2353333333333,1.56615590965055,-0.2752
636,"HOR408",43.78512,-70.1085,"Sep","ShellFish","ADPI bags",18.999,5.29481557752487,-0.2752
637,"HOR509",43.82147,-70.1052,"Jan","ShellFish","Upweller",-0.306,NA,-0.1546
638,"HOR509",43.82147,-70.1052,"Mar","ShellFish","Upweller",1.213,NA,-0.1546
639,"HOR509",43.82147,-70.1052,"Nov","ShellFish","Upweller",6.3595,5.51048314578676,-0.1546
640,"HUNT115",43.81766,-69.9105,"Apr","ShellFish","Soft mesh bags",11.844,6.07970410464194,-3.4733
641,"HUNT115",43.81766,-69.9105,"Jan","ShellFish","Soft mesh bags",0.884,NA,-3.4733
642,"HUNT115",43.81766,-69.9105,"Nov","ShellFish","Soft mesh bags",6.9175,4.14435284453436,-3.4733
643,"HUNT115",43.81766,-69.9105,"Oct","ShellFish","Soft mesh bags",14.247,NA,-3.4733
644,"HUNT115",43.81766,-69.9105,"Sep","ShellFish","Soft mesh bags",23.789,NA,-3.4733
645,"HUNT215",43.81619,-69.9079,"Apr","ShellFish","Soft mesh bags",12.2195,6.57680017181608,-1.1829
646,"HUNT215",43.81619,-69.9079,"Aug","ShellFish","Soft mesh bags",22.608,NA,-1.1829
647,"HUNT215",43.81619,-69.9079,"Jan","ShellFish","Soft mesh bags",1.663,NA,-1.1829
648,"HUNT215",43.81619,-69.9079,"Jul","ShellFish","Soft mesh bags",23.204,NA,-1.1829
649,"HUNT215",43.81619,-69.9079,"Nov","ShellFish","Soft mesh bags",7.286,4.06162135113553,-1.1829
650,"HUNT215",43.81619,-69.9079,"Oct","ShellFish","Soft mesh bags",14.729,NA,-1.1829
651,"HUNT215",43.81619,-69.9079,"Sep","ShellFish","Soft mesh bags",24.204,NA,-1.1829
652,"JAM309",43.94739,-69.7111,"Apr","ShellFish","Upweller",16.722,0.142835569799684,NA
